z,y,x
13.104,6.916,18.199999
14.559999,7.2799997,22.932
11.283999,7.2799997,21.84
9.099999,8.736,21.476
17.108,8.736,16.38
14.924,8.372,14.924
1.092,1.456,0.364
15.651999,9.828,19.292
11.283999,9.099999,19.656
8.372,8.736,18.564
12.375999,11.283999,14.559999
12.375999,17.108,16.744
10.556,11.648,16.38
17.836,9.464,16.744
17.108,8.007999,14.924
16.744,8.372,20.02
11.283999,9.464,15.288
6.552,8.007999,12.012
13.104,12.012,17.472
11.283999,14.196,17.836
9.464,11.283999,15.288
9.464,5.0959997,16.38
9.828,5.46,19.656
9.464,6.552,22.204
9.099999,8.372,21.476
7.2799997,10.92,20.383999
11.648,14.196,17.836
12.375999,11.283999,17.836
16.015999,10.92,13.467999
9.464,6.1879997,17.472
9.464,6.916,18.564
11.283999,7.2799997,21.476
8.736,8.372,21.476
7.644,9.099999,20.02
11.648,13.104,16.38
10.92,11.283999,17.472
16.015999,12.012,12.012
18.199999,9.099999,14.924
13.467999,6.916,16.015999
12.375999,6.916,19.656
9.464,8.372,16.744
8.372,8.007999,16.015999
13.104,12.375999,17.472
9.828,10.92,16.744
17.472,9.099999,16.744
13.104,10.191999,16.015999
10.92,9.464,18.564
9.099999,9.099999,17.472
8.007999,9.099999,16.015999
12.375999,11.648,17.108
9.828,12.375999,15.651999
9.464,5.824,18.199999
10.191999,6.552,19.292
8.736,7.2799997,18.199999
8.372,7.644,17.836
12.012,12.012,18.564
10.92,9.828,16.744
13.104,12.012,11.283999
9.099999,5.824,18.928
8.372,5.824,18.564
9.464,6.916,18.564
8.007999,6.916,19.656
6.916,7.644,18.564
11.648,11.648,19.656
11.648,10.92,17.836
10.92,10.92,16.015999
10.92,8.736,18.199999
10.191999,6.1879997,17.472
9.099999,6.1879997,19.656
9.099999,9.099999,19.292
8.007999,8.736,9.828
13.104,7.644,18.564
10.556,6.916,19.656
9.828,8.007999,22.567999
7.644,10.556,16.744
12.375999,14.559999,19.292
11.283999,4.732,17.836
10.191999,5.824,18.928
11.283999,6.552,19.656
8.736,6.552,18.564
8.007999,7.644,17.472
20.02,10.556,10.556
10.191999,4.732,18.199999
9.828,6.916,18.928
10.191999,6.1879997,17.836
9.099999,6.552,18.928
8.372,8.736,17.472
20.748,16.015999,17.836
16.015999,14.924,13.467999
9.099999,8.007999,20.02
11.283999,7.644,19.292
12.375999,8.736,21.84
8.372,10.556,18.928
7.644,10.556,19.656
10.191999,16.38,18.928
10.191999,10.556,18.199999
9.464,7.644,21.84
9.828,8.372,18.199999
10.191999,9.464,22.204
7.2799997,10.191999,20.02
7.644,9.828,18.199999
11.648,15.288,19.292
0.364,0.728,1.092
10.191999,10.556,17.836
10.92,5.0959997,15.288
10.92,5.46,19.292
9.099999,6.916,22.567999
