z,y,x
6.916,8.007999,16.015999
7.644,8.372,19.656
13.104,14.196,18.564
14.924,13.104,19.656
10.191999,5.824,17.472
9.464,6.1879997,18.199999
8.372,7.2799997,19.656
6.916,7.644,20.748
14.924,11.648,16.38
9.976001,8.6,18.576
8.2560005,8.6,18.576
8.6,8.6,25.112001
7.2240005,9.976001,20.296001
8.6,10.6640005,19.952002
13.0720005,14.792001,19.608
9.976001,14.104,18.576
9.976001,8.6,18.92
9.632,6.88,17.888
9.288,8.2560005,24.768002
8.944,10.320001,20.296001
6.88,9.288,19.264
12.384001,15.136001,20.296001
9.976001,13.0720005,19.264
11.696,5.1600003,17.888
12.04,5.848,19.608
12.728001,7.2240005,19.952002
9.288,8.2560005,20.296001
7.5680003,11.008,6.1920004
9.632,10.6640005,7.5680003
14.448001,12.728001,16.168001
13.416,11.696,13.416
11.696,5.504,17.544
12.384001,6.88,19.608
12.04,8.944,22.016
8.6,7.912,20.984001
7.5680003,9.976001,7.2240005
18.232,14.104,19.264
14.104,11.008,14.792001
11.352,11.008,14.792001
13.051733,8.586667,19.5776
12.021334,7.2128,19.234133
12.3648,8.586667,21.294933
9.960533,10.990933,18.5472
13.738667,14.082133,18.5472
15.456,14.769067,18.203733
13.3952,9.617066,19.921066
11.3344,7.556267,18.890667
12.021334,8.2432,21.981867
11.677867,9.617066,17.5168
12.3648,12.021334,15.112534
9.960533,6.1824,19.921066
9.960533,6.8693333,21.638401
8.930134,7.2128,23.6992
8.2432,7.556267,20.608
8.586667,8.2432,19.921066
13.738667,13.051733,18.203733
12.708267,10.647467,17.173334
10.304,5.8389335,18.890667
9.960533,6.5258665,21.638401
10.304,7.556267,23.6992
8.930134,7.8997335,20.608
9.617066,9.960533,20.264534
12.708267,12.021334,16.829866
13.3952,12.021334,16.829866
12.04,8.2560005,17.888
12.384001,9.288,17.2
13.76,7.2240005,26.144001
10.6640005,12.384001,20.296001
7.5680003,4.816,9.976001
12.04,6.5360003,18.576
13.0720005,7.912,25.456001
9.288,5.1600003,17.888
9.632,5.504,19.952002
9.632,7.5680003,24.424002
7.912,7.5680003,21.328001
7.912,8.2560005,22.016
11.696,12.384001,19.952002
14.448001,13.76,20.984001
11.352,12.384001,19.608
9.288,5.1600003,17.544
8.6,6.88,19.952002
8.2560005,7.2240005,25.112001
6.5360003,7.2240005,22.704
7.912,8.944,21.328001
10.6640005,15.824,20.984001
10.304,8.930134,18.203733
9.617066,7.2128,19.234133
8.2432,8.2432,24.7296
7.8997335,11.3344,20.951468
7.8997335,9.617066,20.951468
14.082133,13.051733,20.264534
7.8997335,9.617066,18.203733
10.647467,8.930134,20.951468
10.990933,8.586667,19.921066
10.647467,8.2432,24.386133
8.2432,10.647467,20.264534
6.8693333,9.2736,19.234133
12.708267,12.708267,14.769067
8.2432,12.708267,14.769067
1.0304,3.0912,1.7173333
0.34346667,0.34346667,0.34346667
9.617066,5.152,19.234133
8.930134,5.4954667,19.921066
10.304,7.8997335,24.386133
7.556267,7.556267,22.325333
7.556267,11.677867,22.325333
12.3648,15.456,19.921066
12.708267,13.3952,20.264534
13.3952,12.3648,17.5168
8.586667,5.152,20.264534
8.930134,7.2128,20.264534
10.647467,9.2736,22.6688
7.556267,6.8693333,21.638401
8.2432,8.930134,21.638401
12.708267,12.708267,20.264534
1.0304,2.0608,1.0304
12.021334,14.082133,18.890667
12.021334,12.021334,17.5168
11.352,8.2560005,22.016
11.696,7.912,18.92
9.632,7.5680003,21.328001
7.912,9.632,18.576
7.2240005,8.944,17.2
11.352,13.416,20.640001
10.6640005,11.352,20.640001
7.912,12.728001,17.2
11.008,8.2560005,22.36
11.696,6.88,19.608
8.944,7.5680003,24.08
9.288,8.6,18.92
8.944,8.944,16.856
11.008,12.04,17.888
8.6,11.696,20.640001
8.944,9.288,18.232
7.2240005,5.848,20.640001
6.88,6.5360003,20.640001
8.2560005,7.912,23.392
6.88,6.5360003,20.984001
15.136001,12.728001,19.608
11.696,11.008,18.232
9.632,12.384001,16.512001
7.5680003,5.504,20.296001
6.5360003,5.848,20.984001
7.5680003,6.88,24.768002
7.2240005,8.944,22.36
7.5680003,7.912,20.296001
15.824,11.352,20.984001
13.76,10.6640005,19.264
12.384001,12.04,15.4800005
13.104,7.644,19.292
9.099999,6.1879997,13.467999
10.92,8.372,19.292
10.556,8.372,17.472
5.824,4.732,9.099999
13.104,14.559999,16.38
11.648,15.288,15.651999
12.375999,8.007999,18.928
12.012,7.644,16.015999
12.375999,9.099999,21.84
7.2799997,9.099999,17.836
7.2799997,9.099999,18.564
16.744,13.467999,16.015999
7.2799997,5.46,17.108
7.2799997,5.824,19.292
7.644,7.2799997,25.48
6.1879997,7.644,17.108
13.832,13.104,16.744
12.012,10.92,14.559999
8.007999,5.0959997,18.928
7.2799997,5.0959997,18.564
8.007999,6.916,24.387999
7.644,6.552,20.383999
7.644,8.372,22.204
12.74,12.012,15.651999
13.467999,9.464,20.383999
12.012,6.552,20.02
13.104,8.007999,24.387999
7.644,9.464,19.292
8.736,8.736,20.383999
12.74,11.283999,18.928
13.104,12.375999,20.02
12.74,8.007999,20.748
12.012,6.1879997,18.564
14.196,7.644,24.024
8.372,9.099999,17.472
7.644,9.464,18.564
12.74,13.467999,17.472
10.556,15.288,20.02
10.556,5.46,18.199999
10.92,5.46,18.199999
11.648,7.644,24.387999
8.007999,7.644,22.204
8.007999,8.736,24.751999
15.288,11.283999,19.656
17.472,13.104,14.196
11.648,5.824,18.564
10.556,7.2799997,17.836
10.92,8.736,20.383999
7.644,9.464,22.567999
8.736,11.283999,22.204
16.38,12.012,18.199999
16.38,12.375999,14.924
12.375999,8.007999,19.656
13.832,5.824,18.928
15.651999,7.2799997,22.204
12.74,8.007999,17.108
11.283999,7.644,17.108
16.38,12.375999,17.836
12.74,11.648,17.836
10.556,13.104,16.38
12.375999,8.007999,19.656
13.832,6.552,18.564
14.559999,7.644,21.476
10.92,8.007999,17.836
9.828,8.372,16.744
14.924,12.74,16.744
10.92,12.012,17.836
9.464,12.74,15.651999
6.1879997,4.368,18.199999
6.552,5.46,19.292
6.916,7.644,24.751999
6.916,7.644,21.476
6.916,8.736,20.748
10.92,11.648,19.656
10.556,9.828,17.472
10.92,12.74,14.559999
6.1879997,5.0959997,19.292
6.552,7.2799997,20.383999
7.644,7.2799997,24.024
8.736,7.644,20.383999
8.736,7.2799997,20.383999
5.824,7.644,14.196
11.648,13.832,17.836
9.828,13.467999,14.196
11.648,8.372,17.108
12.012,6.916,16.015999
11.648,8.736,18.928
7.644,8.372,15.288
6.916,8.372,15.288
12.375999,11.648,16.015999
11.283999,10.556,14.924
12.012,8.372,15.651999
10.556,8.372,13.832
7.2799997,8.372,15.651999
6.916,8.736,15.651999
12.74,13.104,16.38
10.92,10.191999,16.015999
9.099999,4.732,16.015999
8.007999,6.1879997,16.38
8.007999,6.916,18.564
7.2799997,6.916,17.836
6.916,8.007999,16.38
9.464,9.464,18.564
12.74,11.283999,16.38
8.736,5.0959997,16.38
7.644,5.824,17.472
8.007999,6.552,17.472
6.916,6.1879997,17.472
7.2799997,6.916,15.651999
8.736,9.464,19.292
12.74,12.375999,15.288
15.651999,8.736,19.292
14.559999,6.552,18.928
14.559999,8.372,24.751999
11.283999,10.556,17.836
10.191999,10.191999,20.748
14.924,14.559999,19.656
13.467999,13.467999,21.112
14.196,9.828,12.012
14.924,8.736,18.928
13.467999,7.2799997,21.112
14.196,9.464,22.932
10.191999,9.828,17.836
17.836,15.288,18.199999
14.924,13.104,17.836
10.191999,13.467999,16.744
8.372,5.824,20.383999
7.644,5.46,21.84
8.372,7.644,25.844
8.372,8.372,21.476
9.464,7.2799997,21.84
12.375999,12.012,17.472
16.38,14.196,16.015999
8.007999,5.0959997,19.656
9.099999,6.1879997,22.567999
8.007999,7.644,26.208
7.2799997,9.099999,23.66
8.007999,9.464,24.387999
11.648,13.104,18.564
10.556,10.191999,16.38
11.648,10.191999,17.108
10.320001,8.6,23.392
10.320001,8.2560005,20.640001
9.632,8.944,26.832
7.2240005,9.632,21.328001
7.5680003,9.976001,19.952002
12.728001,14.792001,20.296001
1.376,1.376,1.72
12.04,14.792001,20.640001
11.008,15.4800005,14.104
9.632,8.6,22.704
9.632,6.88,21.328001
9.976001,8.2560005,26.144001
6.88,9.288,21.328001
7.912,9.288,20.984001
12.384001,13.76,22.016
12.384001,14.104,19.608
11.696,14.792001,11.352
13.76,5.848,18.92
13.416,6.1920004,20.640001
12.04,7.5680003,24.768002
10.320001,7.5680003,20.296001
9.632,8.2560005,21.672
11.352,10.320001,17.2
14.448001,14.104,18.576
13.416,5.848,18.576
12.728001,6.5360003,20.984001
13.0720005,7.912,24.768002
9.976001,7.2240005,20.640001
10.320001,8.6,20.984001
15.136001,13.416,21.328001
15.824,13.416,17.888
14.924,8.007999,17.836
15.288,8.007999,15.651999
14.559999,8.736,21.112
11.283999,9.828,19.656
9.828,9.828,17.836
12.74,11.648,18.199999
12.012,14.559999,18.199999
12.375999,13.832,18.928
14.924,8.007999,17.472
15.651999,8.007999,16.015999
17.108,9.099999,19.656
10.191999,9.828,16.744
9.099999,9.828,17.836
11.648,11.648,17.472
6.552,5.46,17.108
7.644,5.824,19.656
7.2799997,7.2799997,22.932
7.2799997,8.007999,20.383999
8.007999,10.556,20.748
12.012,14.924,18.564
11.283999,12.375999,18.928
11.648,12.74,16.38
6.1879997,4.732,18.199999
7.2799997,5.824,19.656
6.552,7.644,23.66
6.916,8.007999,20.383999
7.644,9.464,21.476
11.283999,13.104,18.199999
10.92,12.74,14.559999
12.74,8.372,19.292
11.648,6.916,17.472
9.464,7.644,19.292
7.644,8.007999,15.651999
15.651999,12.74,14.924
10.92,8.372,18.199999
10.92,6.552,17.472
10.556,7.2799997,19.292
8.372,8.372,14.559999
14.924,12.012,13.104
10.556,12.375999,12.012
9.828,12.74,11.283999
6.1879997,4.732,14.196
5.824,6.552,16.38
7.644,6.916,18.199999
7.2799997,6.1879997,17.472
7.2799997,6.916,19.656
11.648,9.828,13.832
0.728,0.728,0.364
13.104,13.104,10.92
5.824,4.732,15.651999
5.824,5.46,18.199999
8.736,7.2799997,19.292
7.644,6.916,16.38
6.1879997,5.46,10.556
14.924,11.283999,14.559999
12.375999,13.832,14.196
11.352,8.2560005,20.296001
12.04,6.5360003,20.984001
12.384001,8.2560005,24.768002
9.976001,9.288,19.608
7.912,9.288,18.92
11.352,12.728001,18.576
10.6640005,13.0720005,19.264
10.6640005,8.2560005,20.640001
11.696,8.944,18.92
13.76,9.288,24.08
9.288,10.6640005,19.264
7.2240005,10.320001,20.640001
11.352,13.416,19.608
11.696,14.104,19.608
12.384001,5.504,16.512001
12.384001,6.88,19.608
13.76,7.912,22.704
7.912,7.2240005,17.888
9.632,8.2560005,18.232
13.416,10.320001,12.384001
13.416,9.976001,11.696
13.0720005,5.848,17.888
12.728001,7.912,19.608
14.104,8.2560005,22.704
10.6640005,7.912,19.264
7.912,7.912,19.264
12.04,11.352,13.416
13.76,11.696,18.92
14.082133,8.586667,17.860268
14.082133,6.8693333,18.203733
13.051733,8.2432,25.073067
7.556267,9.960533,8.586667
7.556267,11.3344,7.8997335
10.304,12.021334,8.586667
14.082133,13.3952,16.829866
13.738667,8.586667,20.608
14.082133,8.2432,19.5776
15.112534,8.2432,24.7296
9.617066,10.990933,18.5472
8.2432,9.617066,16.142933
14.769067,14.082133,18.890667
8.586667,5.4954667,18.890667
9.2736,6.1824,20.608
8.930134,6.8693333,27.133867
7.8997335,6.8693333,21.981867
6.5258665,5.4954667,18.5472
7.8997335,6.8693333,20.608
7.8997335,8.930134,25.073067
7.556267,7.8997335,20.608
14.769067,10.990933,16.829866
12.708267,12.708267,14.4256
14.924,9.464,17.472
15.288,7.644,16.015999
13.832,8.736,20.748
10.191999,9.828,17.836
8.736,9.828,18.564
14.924,15.288,15.651999
11.648,15.288,14.196
13.104,9.828,17.472
13.467999,7.2799997,16.744
16.38,8.736,22.567999
11.283999,9.464,14.924
12.74,9.464,20.383999
14.196,10.556,19.656
14.924,12.375999,15.651999
6.916,5.46,20.02
8.372,6.552,22.204
8.372,8.372,26.935999
7.2799997,8.007999,19.292
7.2799997,9.464,22.567999
14.559999,14.196,21.112
12.012,14.924,17.836
6.916,5.46,19.292
6.916,8.007999,21.476
8.372,9.464,25.844
6.916,7.644,21.476
8.372,8.736,22.204
12.74,13.104,21.112
12.74,13.832,17.472
12.728001,8.2560005,19.608
11.696,6.1920004,16.168001
11.696,8.2560005,22.704
8.2560005,9.632,19.264
11.696,12.04,17.888
11.352,12.04,12.728001
12.384001,8.2560005,18.92
12.728001,8.2560005,17.888
14.448001,9.288,19.952002
0.344,0.344,0.344
8.944,9.288,17.544
9.632,5.1600003,17.888
9.632,5.504,20.296001
9.288,6.88,23.392
7.5680003,7.2240005,20.640001
6.1920004,6.5360003,16.856
10.320001,10.6640005,15.4800005
10.320001,4.816,18.232
10.6640005,5.848,19.608
9.976001,7.912,22.704
7.2240005,7.2240005,19.608
8.2560005,8.2560005,17.544
11.352,12.728001,19.264
11.696,10.320001,17.544
12.74,9.099999,19.656
12.375999,8.372,17.836
9.828,9.099999,21.476
8.007999,10.92,17.472
7.2799997,10.556,5.0959997
13.104,13.467999,16.744
1.092,0.728,1.092
13.467999,8.372,14.559999
14.559999,7.644,17.836
12.74,8.736,21.84
8.736,8.736,17.108
8.007999,9.464,16.744
12.375999,14.196,17.108
10.191999,12.012,16.744
13.467999,5.46,15.651999
12.375999,6.916,18.199999
12.012,8.007999,20.748
8.736,6.916,19.656
9.828,9.099999,20.383999
9.464,10.556,4.732
15.288,14.559999,16.015999
12.74,14.559999,13.832
13.467999,5.0959997,15.651999
14.196,5.824,17.108
10.92,6.916,18.928
10.92,6.916,19.656
8.372,8.372,18.928
14.196,13.467999,16.015999
13.467999,13.832,15.288
10.92,13.832,14.559999
13.76,8.6,21.672
13.416,7.2240005,19.264
9.632,7.5680003,23.392
7.2240005,9.632,19.608
7.912,9.288,19.608
12.04,11.008,19.608
11.352,12.384001,19.608
1.376,1.376,0.688
9.632,12.728001,13.76
14.448001,8.2560005,21.672
11.696,9.632,19.952002
9.632,9.288,24.08
6.88,9.976001,22.016
7.2240005,9.632,21.328001
10.320001,11.696,17.888
11.352,13.76,18.92
9.632,13.76,12.04
7.2240005,6.1920004,18.92
7.2240005,8.2560005,20.984001
8.944,9.632,24.768002
9.976001,7.912,22.704
7.912,9.288,22.016
12.04,11.696,21.328001
9.288,5.848,18.92
8.6,7.912,20.640001
8.6,9.632,24.768002
7.5680003,8.2560005,23.736
7.912,8.2560005,18.92
0.344,0.344,0.344
12.384001,10.6640005,18.92
14.104,12.728001,19.608
10.6640005,8.2560005,17.544
10.6640005,6.5360003,17.544
9.288,7.912,18.232
9.288,9.288,18.92
7.2240005,7.912,14.792001
13.0720005,13.416,19.264
11.696,16.512001,17.2
11.352,14.104,15.824
11.008,8.2560005,18.232
11.352,7.912,17.544
9.632,7.912,19.608
10.320001,9.288,19.264
7.2240005,8.944,18.232
12.384001,13.416,20.640001
10.6640005,15.136001,17.544
9.632,14.104,16.512001
7.5680003,5.1600003,17.2
8.6,5.848,18.232
9.288,6.1920004,22.016
8.2560005,7.2240005,19.952002
9.288,8.2560005,19.952002
14.104,14.104,18.232
14.104,11.696,18.576
12.04,15.824,12.384001
7.2240005,4.816,16.856
7.912,5.504,18.92
9.976001,7.2240005,20.640001
9.288,7.2240005,19.264
10.6640005,7.912,20.296001
14.448001,12.04,20.640001
12.384001,12.04,19.264
14.792001,15.136001,14.104
15.136001,8.944,18.92
15.4800005,8.6,18.232
12.04,9.632,20.296001
8.944,11.008,18.232
11.352,15.824,17.888
11.352,15.136001,16.168001
15.136001,8.944,18.576
14.792001,7.912,18.576
13.0720005,9.632,18.576
9.632,9.288,16.856
5.1600003,4.472,8.6
12.384001,14.448001,15.824
12.384001,15.4800005,14.104
10.320001,5.504,17.2
10.6640005,6.5360003,20.296001
12.04,7.5680003,18.92
8.944,8.6,18.92
7.912,9.976001,18.92
11.696,11.008,16.512001
13.0720005,12.04,19.264
12.04,5.848,15.824
10.6640005,5.848,16.168001
11.352,7.2240005,17.888
9.976001,8.6,17.888
7.912,9.288,17.888
13.0720005,11.696,17.888
13.416,13.76,18.92
11.696,14.792001,13.76
16.015999,9.099999,19.292
14.559999,7.2799997,20.383999
12.012,8.007999,23.66
8.007999,10.191999,18.199999
9.099999,10.191999,19.292
16.744,8.736,19.656
16.38,7.644,19.656
14.559999,8.007999,21.84
11.283999,10.556,16.38
8.736,9.464,14.196
13.467999,13.467999,17.472
10.556,12.012,15.651999
8.372,5.824,19.656
8.736,7.2799997,20.383999
7.2799997,6.916,24.024
7.644,6.916,20.748
11.283999,13.467999,16.744
1.456,2.912,2.5479999
12.012,12.375999,14.559999
9.464,5.0959997,18.928
10.191999,7.2799997,20.748
10.556,9.099999,22.932
9.099999,8.372,20.748
7.644,9.099999,18.928
12.375999,12.012,16.38
12.012,11.648,16.38
12.012,13.832,14.196
13.104,8.736,22.567999
13.467999,6.916,21.476
12.74,8.372,26.935999
9.099999,10.191999,18.564
7.2799997,10.191999,21.84
11.648,13.104,21.112
10.191999,11.648,18.199999
12.375999,8.372,22.567999
14.559999,7.644,20.383999
13.104,8.372,24.024
9.099999,9.828,22.932
8.007999,9.099999,21.84
12.012,13.832,20.02
11.648,9.828,18.564
13.832,6.1879997,20.383999
14.924,7.2799997,20.383999
17.472,9.099999,21.112
12.375999,7.2799997,20.02
10.191999,9.464,18.928
10.191999,10.556,18.928
17.108,16.015999,18.199999
14.924,15.288,14.559999
13.104,5.824,19.292
14.924,7.2799997,19.656
16.38,8.736,22.932
14.196,8.372,21.476
13.104,9.099999,20.748
15.651999,14.559999,18.199999
12.3648,9.2736,17.860268
13.051733,7.8997335,17.5168
13.738667,8.2432,21.294933
10.304,9.617066,16.142933
10.304,8.930134,16.142933
15.456,13.3952,17.860268
13.3952,13.738667,17.5168
9.2736,8.930134,17.860268
13.051733,6.8693333,17.5168
13.051733,7.556267,20.608
10.304,9.617066,14.4256
9.960533,8.586667,16.829866
14.4256,12.708267,17.860268
12.708267,13.051733,17.860268
10.990933,12.708267,14.4256
6.8693333,6.5258665,16.829866
9.960533,6.8693333,21.638401
6.5258665,6.1824,17.860268
5.4954667,6.1824,14.769067
10.647467,10.990933,15.112534
11.3344,11.3344,13.051733
0.34346667,0.68693334,0.68693334
8.2432,5.8389335,14.769067
8.930134,6.1824,18.203733
9.2736,7.2128,22.6688
7.556267,7.8997335,18.5472
7.2128,6.8693333,18.5472
13.3952,11.677867,19.234133
11.3344,11.677867,18.203733
14.196,9.828,20.02
14.924,8.736,18.564
13.104,7.644,22.204
11.648,10.191999,18.564
9.828,9.828,18.564
12.74,13.832,20.02
13.104,16.38,20.383999
17.836,9.099999,19.292
14.196,9.828,18.199999
14.924,9.828,22.932
10.556,9.828,18.928
8.736,10.556,18.564
12.375999,13.467999,18.564
11.648,14.559999,18.928
13.832,6.916,16.744
10.556,8.372,19.656
13.467999,9.099999,20.02
10.92,8.372,19.656
10.556,9.828,19.656
14.196,13.467999,19.292
12.74,12.012,18.928
12.375999,5.824,17.108
10.92,6.1879997,19.656
13.104,7.644,20.748
11.283999,8.372,20.748
10.191999,9.099999,20.383999
14.196,14.196,20.02
12.375999,13.104,18.564
9.2736,7.8997335,18.203733
7.8997335,5.8389335,16.4864
9.617066,7.556267,21.294933
8.2432,8.2432,17.860268
8.2432,9.2736,17.860268
12.021334,12.021334,17.860268
10.990933,12.3648,18.890667
9.617066,7.556267,17.5168
9.2736,5.8389335,16.142933
9.2736,7.2128,17.5168
5.152,5.152,8.2432
5.152,4.808533,6.8693333
10.990933,13.051733,18.203733
10.304,5.152,14.4256
9.617066,7.2128,17.173334
7.556267,8.930134,18.890667
8.586667,7.2128,17.860268
8.586667,7.8997335,17.5168
11.677867,11.677867,16.142933
13.738667,11.677867,15.456
10.990933,4.808533,14.4256
10.647467,5.8389335,16.4864
10.304,7.2128,18.890667
7.8997335,6.5258665,16.829866
7.556267,7.8997335,16.4864
6.8693333,7.2128,14.4256
13.104,10.556,22.204
6.916,4.368,17.836
8.007999,4.732,18.928
8.372,8.007999,22.932
7.644,7.2799997,20.02
7.644,4.732,16.744
7.644,5.0959997,19.292
8.372,6.552,20.383999
8.007999,8.372,10.92
8.372,7.644,16.38
9.828,6.916,21.476
11.648,9.464,21.84
11.283999,9.828,27.664
6.1879997,5.46,15.651999
11.648,11.648,22.932
11.283999,13.104,20.383999
9.099999,8.372,21.476
9.828,8.372,21.84
10.556,8.736,26.935999
4.732,6.1879997,15.288
4.368,5.46,14.196
11.283999,12.012,20.383999
11.283999,4.732,18.199999
10.556,5.46,19.292
12.012,6.916,25.116
8.007999,7.644,22.567999
8.736,8.007999,25.48
6.916,6.552,14.559999
17.472,16.38,19.292
10.92,5.46,17.108
10.191999,6.916,19.292
12.375999,8.372,24.751999
8.372,7.2799997,20.748
8.736,9.099999,21.476
7.644,7.644,14.924
12.74,18.564,16.38
13.832,9.099999,16.38
15.288,8.372,16.744
14.924,8.372,22.204
10.191999,9.828,14.924
13.832,12.012,17.472
10.556,10.92,16.744
14.196,9.099999,16.744
14.924,6.916,17.836
14.559999,7.644,21.84
10.556,9.464,17.836
9.464,9.828,16.38
13.467999,12.012,16.744
11.283999,11.283999,16.744
8.736,5.46,17.836
8.736,6.1879997,18.199999
8.372,6.552,24.024
7.644,7.644,20.748
7.2799997,9.464,18.199999
10.92,12.012,18.199999
11.283999,12.375999,16.015999
7.644,5.46,17.472
8.372,7.2799997,18.564
11.648,6.916,22.567999
7.644,8.007999,19.656
7.644,9.099999,18.564
11.283999,11.648,18.928
12.021334,8.930134,20.951468
11.677867,10.304,19.5776
14.769067,9.960533,24.7296
8.586667,10.647467,20.608
7.8997335,10.304,21.981867
12.021334,14.082133,20.264534
11.3344,9.2736,20.951468
12.708267,6.8693333,20.264534
12.021334,9.617066,26.446934
6.1824,8.930134,5.4954667
7.8997335,11.3344,18.890667
8.586667,9.2736,5.4954667
9.2736,6.5258665,20.264534
9.617066,7.556267,22.6688
14.082133,8.586667,25.073067
8.586667,8.2432,23.012266
8.586667,8.930134,21.981867
8.586667,10.990933,5.4954667
8.930134,9.2736,5.4954667
12.3648,18.5472,16.4864
1.7173333,1.7173333,0.68693334
8.930134,6.1824,20.608
8.2432,9.617066,23.012266
10.990933,8.930134,25.073067
4.808533,6.5258665,4.1216
8.2432,10.647467,5.152
13.051733,14.4256,18.890667
15.456,16.4864,17.5168
15.136001,8.6,16.168001
14.792001,7.2240005,17.2
12.384001,8.6,22.36
9.632,9.288,19.608
9.288,9.976001,18.576
11.008,11.008,18.576
12.04,12.04,19.608
15.136001,8.944,16.168001
14.448001,7.5680003,16.168001
14.448001,9.976001,22.016
6.1920004,5.504,9.632
7.2240005,5.504,10.320001
6.5360003,5.1600003,8.6
7.5680003,5.504,19.264
7.5680003,7.2240005,20.984001
7.2240005,7.5680003,24.768002
8.2560005,7.912,19.608
8.944,9.632,22.016
9.976001,11.352,21.672
8.944,10.6640005,20.296001
12.384001,14.448001,15.824
8.2560005,5.848,18.576
7.912,6.1920004,21.672
7.5680003,7.5680003,25.112001
8.2560005,7.912,18.92
7.912,9.632,19.952002
7.912,9.288,20.296001
11.696,15.136001,16.512001
11.008,13.416,15.4800005
13.832,8.372,21.476
13.832,8.736,20.383999
10.92,8.007999,21.476
9.828,9.099999,17.472
8.372,9.099999,18.928
11.648,13.467999,17.472
11.648,15.288,18.564
9.464,14.196,15.651999
14.559999,8.736,21.112
14.196,8.372,20.748
12.012,8.736,21.84
7.2799997,9.099999,15.651999
7.644,8.736,17.472
11.283999,13.104,17.836
10.92,14.559999,16.38
9.464,14.196,14.924
7.644,4.732,18.928
8.372,5.0959997,20.02
8.007999,6.916,22.932
7.2799997,6.916,21.112
6.916,7.644,18.564
13.467999,12.74,16.015999
1.092,2.184,1.8199999
11.648,13.832,18.564
7.644,5.0959997,18.564
7.644,6.1879997,19.292
7.2799997,7.2799997,24.751999
7.2799997,6.916,20.02
6.552,7.2799997,20.383999
11.648,12.012,17.836
12.012,10.556,17.836
12.04,8.944,23.736
11.352,6.88,20.984001
11.696,8.944,26.488
8.944,9.288,20.640001
8.2560005,9.976001,22.704
12.728001,13.76,19.608
12.728001,15.4800005,18.92
9.288,13.416,17.544
12.728001,8.6,24.08
11.352,6.1920004,20.984001
13.416,9.632,26.832
9.632,9.288,21.328001
8.944,9.632,22.36
12.728001,12.728001,20.640001
12.728001,17.888,20.984001
9.632,11.696,16.856
13.0720005,5.848,16.856
14.448001,6.1920004,19.264
16.512001,7.912,22.704
13.416,8.2560005,20.984001
12.384001,8.6,20.296001
15.4800005,12.04,20.640001
17.2,12.04,20.640001
14.792001,12.384001,16.168001
13.0720005,5.848,17.2
14.104,6.1920004,18.576
17.2,7.912,22.016
14.448001,7.5680003,21.328001
11.352,8.6,21.672
16.168001,12.728001,20.984001
16.512001,12.384001,20.640001
15.136001,14.448001,16.168001
11.677867,8.2432,23.012266
10.647467,7.556267,21.638401
10.647467,8.586667,25.073067
7.556267,9.617066,18.5472
8.586667,9.617066,18.5472
13.738667,11.677867,26.446934
11.3344,8.2432,20.951468
10.990933,6.8693333,20.951468
10.990933,9.2736,22.6688
7.556267,8.930134,7.2128
8.586667,9.2736,19.921066
10.990933,9.960533,17.860268
12.3648,5.152,17.173334
13.3952,6.5258665,19.921066
13.3952,7.2128,23.355734
10.990933,7.8997335,18.203733
9.960533,9.617066,21.638401
12.3648,10.647467,20.608
12.3648,5.152,17.860268
13.3952,6.5258665,18.890667
14.082133,7.8997335,21.638401
9.2736,7.8997335,16.142933
9.2736,12.3648,19.921066
10.647467,10.647467,21.981867
13.467999,9.099999,16.38
12.012,7.2799997,17.472
11.283999,9.099999,20.383999
8.007999,9.828,15.288
8.372,10.191999,14.196
12.012,12.375999,16.744
14.196,9.464,15.288
10.556,8.372,16.38
11.648,8.372,20.383999
7.644,10.556,17.108
8.007999,10.92,15.651999
11.283999,5.0959997,16.015999
10.92,6.552,18.564
8.736,9.099999,21.112
7.644,8.372,19.656
8.372,9.099999,18.564
8.007999,8.736,18.564
16.015999,13.104,17.108
11.283999,5.46,14.924
9.828,8.007999,17.836
10.191999,9.099999,21.112
7.644,8.736,18.928
11.648,10.92,20.383999
4.732,4.368,8.372
14.924,12.375999,16.744
12.375999,12.012,16.38
14.196,8.736,18.199999
13.832,8.372,19.292
12.74,8.372,22.932
9.464,11.283999,20.748
14.196,15.651999,18.564
12.74,13.832,18.564
13.104,8.736,19.656
14.559999,8.007999,18.564
13.832,8.372,23.296
9.099999,9.828,17.836
8.007999,11.283999,19.292
8.372,9.828,17.108
15.651999,13.832,20.02
7.644,5.824,17.472
8.007999,6.1879997,20.748
11.283999,7.644,23.66
7.644,8.736,20.383999
7.644,10.191999,22.567999
13.467999,14.924,19.292
9.464,11.648,19.292
8.736,5.46,17.108
8.736,6.1879997,20.383999
9.464,8.007999,22.932
7.644,7.644,20.383999
7.644,9.828,22.204
12.012,11.648,22.932
13.467999,13.104,18.199999
15.112534,7.556267,18.890667
13.051733,7.2128,18.890667
13.3952,8.2432,21.981867
10.990933,9.2736,20.608
9.960533,8.930134,20.608
13.738667,13.3952,18.5472
11.3344,13.738667,18.890667
14.4256,8.930134,18.203733
13.051733,7.556267,18.203733
13.3952,7.8997335,21.638401
11.3344,8.586667,19.234133
9.617066,9.617066,19.234133
13.051733,12.708267,18.890667
10.990933,5.152,19.921066
9.617066,5.8389335,21.638401
8.586667,6.8693333,24.7296
8.2432,6.8693333,21.981867
8.930134,9.2736,21.294933
12.021334,11.3344,20.264534
13.3952,10.647467,20.264534
13.738667,12.708267,17.173334
